,dado,data,partido,variavel
3657,97,2009-02-01,PPS,fidelidade_lider
3658,90,2009-02-01,PPS,rice
3659,8,2009-02-01,PPS,num_deputados
3660,66,2009-02-01,PPS,governismo
3661,2,2009-02-01,PDT,dispersao
3662,99,2009-02-01,PDT,fidelidade_lider
3663,93,2009-02-01,PDT,rice
3664,17,2009-02-01,PDT,num_deputados
3665,96,2009-02-01,PDT,governismo
3666,0,2009-02-01,PTC,dispersao
3667,100,2009-02-01,PTC,fidelidade_lider
3668,0,2009-02-01,PTC,rice
3669,1,2009-02-01,PTC,num_deputados
3670,97,2009-02-01,PTC,governismo
3671,1,2009-02-01,PSOL,dispersao
3672,100,2009-02-01,PSOL,fidelidade_lider
3673,98,2009-02-01,PSOL,rice
3674,3,2009-02-01,PSOL,num_deputados
3675,66,2009-02-01,PSOL,governismo
3676,1,2009-02-01,PT,dispersao
3677,98,2009-02-01,PT,fidelidade_lider
3678,98,2009-02-01,PT,rice
3679,58,2009-02-01,PT,num_deputados
3680,99,2009-02-01,PT,governismo
3681,2,2009-02-01,PV,dispersao
3682,96,2009-02-01,PV,fidelidade_lider
3683,93,2009-02-01,PV,rice
3684,10,2009-02-01,PV,num_deputados
3685,93,2009-02-01,PV,governismo
3686,0,2009-02-01,PTdoB,dispersao
3687,0,2009-02-01,PTdoB,rice
3688,1,2009-02-01,PTdoB,num_deputados
3689,93,2009-02-01,PTdoB,governismo
3690,0,2009-02-01,PRTB,dispersao
3691,100,2009-02-01,PRTB,fidelidade_lider
3692,0,2009-02-01,PRTB,rice
3693,1,2009-02-01,PRTB,num_deputados
3694,75,2009-02-01,PRTB,governismo
3695,3,2009-02-01,PHS,dispersao
3696,76,2009-02-01,PHS,rice
3697,2,2009-02-01,PHS,num_deputados
3698,95,2009-02-01,PHS,governismo
3699,4,2009-02-01,PTB,dispersao
3700,95,2009-02-01,PTB,fidelidade_lider
3701,90,2009-02-01,PTB,rice
3702,13,2009-02-01,PTB,num_deputados
3703,92,2009-02-01,PTB,governismo
3704,2,2009-02-01,PRB,dispersao
3705,97,2009-02-01,PRB,fidelidade_lider
3706,72,2009-02-01,PRB,rice
3707,2,2009-02-01,PRB,num_deputados
3708,95,2009-02-01,PRB,governismo
3709,3,2009-02-01,PSB,dispersao
3710,97,2009-02-01,PSB,fidelidade_lider
3711,90,2009-02-01,PSB,rice
3712,19,2009-02-01,PSB,num_deputados
3713,92,2009-02-01,PSB,governismo
3714,5,2009-02-01,DEM,dispersao
3715,98,2009-02-01,DEM,fidelidade_lider
3716,87,2009-02-01,DEM,rice
3717,31,2009-02-01,DEM,num_deputados
3718,63,2009-02-01,DEM,governismo
3719,3,2009-02-01,PSC,dispersao
3720,95,2009-02-01,PSC,fidelidade_lider
3721,91,2009-02-01,PSC,rice
3722,8,2009-02-01,PSC,num_deputados
3723,92,2009-02-01,PSC,governismo
3724,4,2009-02-01,PSDB,dispersao
3725,92,2009-02-01,PSDB,fidelidade_lider
3726,88,2009-02-01,PSDB,rice
3727,36,2009-02-01,PSDB,num_deputados
3728,55,2009-02-01,PSDB,governismo
3729,3,2009-02-01,PMDB,dispersao
3730,96,2009-02-01,PMDB,fidelidade_lider
3731,94,2009-02-01,PMDB,rice
3732,62,2009-02-01,PMDB,num_deputados
3733,93,2009-02-01,PMDB,governismo
3734,5,2009-02-01,PP,dispersao
3735,95,2009-02-01,PP,fidelidade_lider
3736,88,2009-02-01,PP,rice
3737,27,2009-02-01,PP,num_deputados
3738,88,2009-02-01,PP,governismo
3739,1,2009-02-01,PMN,dispersao
3740,98,2009-02-01,PMN,fidelidade_lider
3741,90,2009-02-01,PMN,rice
3742,3,2009-02-01,PMN,num_deputados
3743,97,2009-02-01,PMN,governismo
3744,2,2009-02-01,PR,dispersao
3745,97,2009-02-01,PR,fidelidade_lider
3746,95,2009-02-01,PR,rice
3747,28,2009-02-01,PR,num_deputados
3748,94,2009-02-01,PR,governismo
3749,4,2015-05-01,PPS,dispersao
3750,94,2015-05-01,PPS,fidelidade_lider
3751,89,2015-05-01,PPS,rice
3752,9,2015-05-01,PPS,num_deputados
3753,37,2015-05-01,PPS,governismo
3754,7,2015-05-01,PDT,dispersao
3755,93,2015-05-01,PDT,fidelidade_lider
3756,81,2015-05-01,PDT,rice
3757,16,2015-05-01,PDT,num_deputados
3758,52,2015-05-01,PDT,governismo
3759,3,2015-05-01,PTC,dispersao
3760,85,2015-05-01,PTC,fidelidade_lider
3761,65,2015-05-01,PTC,rice
3762,2,2015-05-01,PTC,num_deputados
3763,81,2015-05-01,PTC,governismo
3764,2,2015-05-01,PSOL,dispersao
3765,98,2015-05-01,PSOL,fidelidade_lider
3766,94,2015-05-01,PSOL,rice
3767,4,2015-05-01,PSOL,num_deputados
3768,57,2015-05-01,PSOL,governismo
3769,2,2015-05-01,PT,dispersao
3770,97,2015-05-01,PT,fidelidade_lider
3771,94,2015-05-01,PT,rice
3772,52,2015-05-01,PT,num_deputados
3773,94,2015-05-01,PT,governismo
3774,9,2015-05-01,PV,dispersao
3775,90,2015-05-01,PV,fidelidade_lider
3776,74,2015-05-01,PV,rice
3777,6,2015-05-01,PV,num_deputados
3778,49,2015-05-01,PV,governismo
3779,4,2015-05-01,PEN,dispersao
3780,91,2015-05-01,PEN,fidelidade_lider
3781,41,2015-05-01,PEN,rice
3782,2,2015-05-01,PEN,num_deputados
3783,66,2015-05-01,PEN,governismo
3784,0,2015-05-01,PTdoB,dispersao
3785,0,2015-05-01,PTdoB,rice
3786,1,2015-05-01,PTdoB,num_deputados
3787,100,2015-05-01,PTdoB,governismo
3788,0,2015-05-01,PRTB,dispersao
3789,85,2015-05-01,PRTB,fidelidade_lider
3790,0,2015-05-01,PRTB,rice
3791,1,2015-05-01,PRTB,num_deputados
3792,75,2015-05-01,PRTB,governismo
3793,3,2015-05-01,PHS,dispersao
3794,86,2015-05-01,PHS,fidelidade_lider
3795,90,2015-05-01,PHS,rice
3796,4,2015-05-01,PHS,num_deputados
3797,63,2015-05-01,PHS,governismo
3798,17,2015-05-01,PTB,dispersao
3799,76,2015-05-01,PTB,fidelidade_lider
3800,45,2015-05-01,PTB,rice
3801,19,2015-05-01,PTB,num_deputados
3802,61,2015-05-01,PTB,governismo
3803,5,2015-05-01,SDD,dispersao
3804,94,2015-05-01,SDD,fidelidade_lider
3805,86,2015-05-01,SDD,rice
3806,11,2015-05-01,SDD,num_deputados
3807,34,2015-05-01,SDD,governismo
3808,7,2015-05-01,PRB,dispersao
3809,93,2015-05-01,PRB,fidelidade_lider
3810,78,2015-05-01,PRB,rice
3811,15,2015-05-01,PRB,num_deputados
3812,82,2015-05-01,PRB,governismo
3813,4,2015-05-01,PRP,dispersao
3814,91,2015-05-01,PRP,fidelidade_lider
3815,86,2015-05-01,PRP,rice
3816,3,2015-05-01,PRP,num_deputados
3817,74,2015-05-01,PRP,governismo
3818,3,2015-05-01,PSDC,dispersao
3819,81,2015-05-01,PSDC,fidelidade_lider
3820,65,2015-05-01,PSDC,rice
3821,2,2015-05-01,PSDC,num_deputados
3822,70,2015-05-01,PSDC,governismo
3823,12,2015-05-01,PROS,dispersao
3824,87,2015-05-01,PROS,fidelidade_lider
3825,67,2015-05-01,PROS,rice
3826,9,2015-05-01,PROS,num_deputados
3827,79,2015-05-01,PROS,governismo
3828,12,2015-05-01,PSB,dispersao
3829,88,2015-05-01,PSB,fidelidade_lider
3830,67,2015-05-01,PSB,rice
3831,27,2015-05-01,PSB,num_deputados
3832,50,2015-05-01,PSB,governismo
3833,8,2015-05-01,DEM,dispersao
3834,90,2015-05-01,DEM,fidelidade_lider
3835,76,2015-05-01,DEM,rice
3836,17,2015-05-01,DEM,num_deputados
3837,39,2015-05-01,DEM,governismo
3838,13,2015-05-01,PSC,dispersao
3839,65,2015-05-01,PSC,fidelidade_lider
3840,64,2015-05-01,PSC,rice
3841,9,2015-05-01,PSC,num_deputados
3842,47,2015-05-01,PSC,governismo
3843,3,2015-05-01,PSDB,dispersao
3844,95,2015-05-01,PSDB,fidelidade_lider
3845,91,2015-05-01,PSDB,rice
3846,43,2015-05-01,PSDB,num_deputados
3847,31,2015-05-01,PSDB,governismo
3848,9,2015-05-01,PMDB,dispersao
3849,90,2015-05-01,PMDB,fidelidade_lider
3850,75,2015-05-01,PMDB,rice
3851,52,2015-05-01,PMDB,num_deputados
3852,66,2015-05-01,PMDB,governismo
3853,15,2015-05-01,PP,dispersao
3854,79,2015-05-01,PP,fidelidade_lider
3855,53,2015-05-01,PP,rice
3856,31,2015-05-01,PP,num_deputados
3857,55,2015-05-01,PP,governismo
3858,10,2015-05-01,PSD,dispersao
3859,91,2015-05-01,PSD,fidelidade_lider
3860,75,2015-05-01,PSD,rice
3861,26,2015-05-01,PSD,num_deputados
3862,72,2015-05-01,PSD,governismo
3863,0,2015-05-01,PSL,dispersao
3864,78,2015-05-01,PSL,fidelidade_lider
3865,0,2015-05-01,PSL,rice
3866,1,2015-05-01,PSL,num_deputados
3867,92,2015-05-01,PSL,governismo
3868,4,2015-05-01,PCdoB,dispersao
3869,95,2015-05-01,PCdoB,fidelidade_lider
3870,90,2015-05-01,PCdoB,rice
3871,11,2015-05-01,PCdoB,num_deputados
3872,87,2015-05-01,PCdoB,governismo
3873,8,2015-05-01,PMN,dispersao
3874,87,2015-05-01,PMN,fidelidade_lider
3875,58,2015-05-01,PMN,rice
3876,2,2015-05-01,PMN,num_deputados
3877,68,2015-05-01,PMN,governismo
3878,12,2015-05-01,PTN,dispersao
3879,87,2015-05-01,PTN,fidelidade_lider
3880,65,2015-05-01,PTN,rice
3881,4,2015-05-01,PTN,num_deputados
3882,78,2015-05-01,PTN,governismo
3883,10,2015-05-01,PR,dispersao
3884,90,2015-05-01,PR,fidelidade_lider
3885,74,2015-05-01,PR,rice
3886,24,2015-05-01,PR,num_deputados
3887,77,2015-05-01,PR,governismo
3888,8,2012-04-01,PPS,dispersao
3889,93,2012-04-01,PPS,fidelidade_lider
3890,76,2012-04-01,PPS,rice
3891,7,2012-04-01,PPS,num_deputados
3892,54,2012-04-01,PPS,governismo
3893,8,2012-04-01,PDT,dispersao
3894,93,2012-04-01,PDT,fidelidade_lider
3895,75,2012-04-01,PDT,rice
3896,20,2012-04-01,PDT,num_deputados
3897,83,2012-04-01,PDT,governismo
3898,0,2012-04-01,PTC,dispersao
3899,94,2012-04-01,PTC,fidelidade_lider
3900,0,2012-04-01,PTC,rice
3901,1,2012-04-01,PTC,num_deputados
3902,97,2012-04-01,PTC,governismo
3903,1,2012-04-01,PSOL,dispersao
3904,97,2012-04-01,PSOL,fidelidade_lider
3905,94,2012-04-01,PSOL,rice
3906,3,2012-04-01,PSOL,num_deputados
3907,32,2012-04-01,PSOL,governismo
3908,1,2012-04-01,PT,dispersao
3909,98,2012-04-01,PT,fidelidade_lider
3910,98,2012-04-01,PT,rice
3911,67,2012-04-01,PT,num_deputados
3912,98,2012-04-01,PT,governismo
3913,7,2012-04-01,PV,dispersao
3914,80,2012-04-01,PV,fidelidade_lider
3915,79,2012-04-01,PV,rice
3916,8,2012-04-01,PV,num_deputados
3917,87,2012-04-01,PV,governismo
3918,2,2012-04-01,PTdoB,dispersao
3919,96,2012-04-01,PTdoB,fidelidade_lider
3920,63,2012-04-01,PTdoB,rice
3921,2,2012-04-01,PTdoB,num_deputados
3922,80,2012-04-01,PTdoB,governismo
3923,0,2012-04-01,PRTB,dispersao
3924,23,2012-04-01,PRTB,fidelidade_lider
3925,0,2012-04-01,PRTB,rice
3926,1,2012-04-01,PRTB,num_deputados
3927,96,2012-04-01,PRTB,governismo
3928,1,2012-04-01,PHS,dispersao
3929,93,2012-04-01,PHS,fidelidade_lider
3930,4,2012-04-01,PHS,rice
3931,1,2012-04-01,PHS,num_deputados
3932,88,2012-04-01,PHS,governismo
3933,5,2012-04-01,PTB,dispersao
3934,95,2012-04-01,PTB,fidelidade_lider
3935,86,2012-04-01,PTB,rice
3936,14,2012-04-01,PTB,num_deputados
3937,86,2012-04-01,PTB,governismo
3938,0,2012-04-01,PRB,dispersao
3939,99,2012-04-01,PRB,fidelidade_lider
3940,98,2012-04-01,PRB,rice
3941,8,2012-04-01,PRB,num_deputados
3942,93,2012-04-01,PRB,governismo
3943,0,2012-04-01,PRP,dispersao
3944,100,2012-04-01,PRP,fidelidade_lider
3945,0,2012-04-01,PRP,rice
3946,1,2012-04-01,PRP,num_deputados
3947,81,2012-04-01,PRP,governismo
3948,4,2012-04-01,PSB,dispersao
3949,95,2012-04-01,PSB,fidelidade_lider
3950,87,2012-04-01,PSB,rice
3951,23,2012-04-01,PSB,num_deputados
3952,91,2012-04-01,PSB,governismo
3953,8,2012-04-01,DEM,dispersao
3954,90,2012-04-01,DEM,fidelidade_lider
3955,76,2012-04-01,DEM,rice
3956,18,2012-04-01,DEM,num_deputados
3957,50,2012-04-01,DEM,governismo
3958,1,2012-04-01,PSC,dispersao
3959,98,2012-04-01,PSC,fidelidade_lider
3960,91,2012-04-01,PSC,rice
3961,11,2012-04-01,PSC,num_deputados
3962,83,2012-04-01,PSC,governismo
3963,5,2012-04-01,PSDB,dispersao
3964,96,2012-04-01,PSDB,fidelidade_lider
3965,85,2012-04-01,PSDB,rice
3966,33,2012-04-01,PSDB,num_deputados
3967,47,2012-04-01,PSDB,governismo
3968,2,2012-04-01,PMDB,dispersao
3969,98,2012-04-01,PMDB,fidelidade_lider
3970,94,2012-04-01,PMDB,rice
3971,57,2012-04-01,PMDB,num_deputados
3972,90,2012-04-01,PMDB,governismo
3973,5,2012-04-01,PP,dispersao
3974,97,2012-04-01,PP,fidelidade_lider
3975,89,2012-04-01,PP,rice
3976,27,2012-04-01,PP,num_deputados
3977,91,2012-04-01,PP,governismo
3978,4,2012-04-01,PSD,dispersao
3979,98,2012-04-01,PSD,fidelidade_lider
3980,87,2012-04-01,PSD,rice
3981,36,2012-04-01,PSD,num_deputados
3982,87,2012-04-01,PSD,governismo
3983,0,2012-04-01,PSL,dispersao
3984,90,2012-04-01,PSL,fidelidade_lider
3985,0,2012-04-01,PSL,rice
3986,1,2012-04-01,PSL,num_deputados
3987,88,2012-04-01,PSL,governismo
3988,1,2012-04-01,PCdoB,dispersao
3989,99,2012-04-01,PCdoB,fidelidade_lider
3990,96,2012-04-01,PCdoB,rice
3991,10,2012-04-01,PCdoB,num_deputados
3992,95,2012-04-01,PCdoB,governismo
3993,1,2012-04-01,PMN,dispersao
3994,10,2012-04-01,PMN,fidelidade_lider
3995,58,2012-04-01,PMN,rice
3996,2,2012-04-01,PMN,num_deputados
3997,86,2012-04-01,PMN,governismo
3998,7,2012-04-01,PR,dispersao
3999,90,2012-04-01,PR,fidelidade_lider
4000,83,2012-04-01,PR,rice
4001,26,2012-04-01,PR,num_deputados
4002,80,2012-04-01,PR,governismo
4003,5,2013-11-01,PPS,dispersao
4004,96,2013-11-01,PPS,fidelidade_lider
4005,87,2013-11-01,PPS,rice
4006,7,2013-11-01,PPS,num_deputados
4007,53,2013-11-01,PPS,governismo
4008,8,2013-11-01,PDT,dispersao
4009,94,2013-11-01,PDT,fidelidade_lider
4010,80,2013-11-01,PDT,rice
4011,18,2013-11-01,PDT,num_deputados
4012,74,2013-11-01,PDT,governismo
4013,0,2013-11-01,PSOL,dispersao
4014,100,2013-11-01,PSOL,fidelidade_lider
4015,97,2013-11-01,PSOL,rice
4016,3,2013-11-01,PSOL,num_deputados
4017,71,2013-11-01,PSOL,governismo
4018,2,2013-11-01,PT,dispersao
4019,98,2013-11-01,PT,fidelidade_lider
4020,94,2013-11-01,PT,rice
4021,61,2013-11-01,PT,num_deputados
4022,95,2013-11-01,PT,governismo
4023,3,2013-11-01,PV,dispersao
4024,97,2013-11-01,PV,fidelidade_lider
4025,92,2013-11-01,PV,rice
4026,6,2013-11-01,PV,num_deputados
4027,78,2013-11-01,PV,governismo
4028,4,2013-11-01,PEN,dispersao
4029,28,2013-11-01,PEN,fidelidade_lider
4030,51,2013-11-01,PEN,rice
4031,2,2013-11-01,PEN,num_deputados
4032,72,2013-11-01,PEN,governismo
4033,4,2013-11-01,PTdoB,dispersao
4034,85,2013-11-01,PTdoB,fidelidade_lider
4035,45,2013-11-01,PTdoB,rice
4036,2,2013-11-01,PTdoB,num_deputados
4037,69,2013-11-01,PTdoB,governismo
4038,0,2013-11-01,PRTB,dispersao
4039,80,2013-11-01,PRTB,fidelidade_lider
4040,0,2013-11-01,PRTB,rice
4041,1,2013-11-01,PRTB,num_deputados
4042,56,2013-11-01,PRTB,governismo
4043,0,2013-11-01,PHS,dispersao
4044,91,2013-11-01,PHS,fidelidade_lider
4045,0,2013-11-01,PHS,rice
4046,1,2013-11-01,PHS,num_deputados
4047,73,2013-11-01,PHS,governismo
4048,7,2013-11-01,PTB,dispersao
4049,89,2013-11-01,PTB,fidelidade_lider
4050,80,2013-11-01,PTB,rice
4051,11,2013-11-01,PTB,num_deputados
4052,77,2013-11-01,PTB,governismo
4053,9,2013-11-01,SDD,dispersao
4054,89,2013-11-01,SDD,fidelidade_lider
4055,77,2013-11-01,SDD,rice
4056,13,2013-11-01,SDD,num_deputados
4057,64,2013-11-01,SDD,governismo
4058,1,2013-11-01,PRB,dispersao
4059,98,2013-11-01,PRB,fidelidade_lider
4060,97,2013-11-01,PRB,rice
4061,6,2013-11-01,PRB,num_deputados
4062,81,2013-11-01,PRB,governismo
4063,1,2013-11-01,PRP,dispersao
4064,100,2013-11-01,PRP,fidelidade_lider
4065,49,2013-11-01,PRP,rice
4066,2,2013-11-01,PRP,num_deputados
4067,83,2013-11-01,PRP,governismo
4068,7,2013-11-01,PROS,dispersao
4069,95,2013-11-01,PROS,fidelidade_lider
4070,81,2013-11-01,PROS,rice
4071,11,2013-11-01,PROS,num_deputados
4072,78,2013-11-01,PROS,governismo
4073,5,2013-11-01,PSB,dispersao
4074,95,2013-11-01,PSB,fidelidade_lider
4075,87,2013-11-01,PSB,rice
4076,19,2013-11-01,PSB,num_deputados
4077,76,2013-11-01,PSB,governismo
4078,4,2013-11-01,DEM,dispersao
4079,92,2013-11-01,DEM,fidelidade_lider
4080,89,2013-11-01,DEM,rice
4081,18,2013-11-01,DEM,num_deputados
4082,55,2013-11-01,DEM,governismo
4083,6,2013-11-01,PSC,dispersao
4084,93,2013-11-01,PSC,fidelidade_lider
4085,84,2013-11-01,PSC,rice
4086,11,2013-11-01,PSC,num_deputados
4087,70,2013-11-01,PSC,governismo
4088,4,2013-11-01,PSDB,dispersao
4089,94,2013-11-01,PSDB,fidelidade_lider
4090,88,2013-11-01,PSDB,rice
4091,33,2013-11-01,PSDB,num_deputados
4092,55,2013-11-01,PSDB,governismo
4093,8,2013-11-01,PMDB,dispersao
4094,89,2013-11-01,PMDB,fidelidade_lider
4095,75,2013-11-01,PMDB,rice
4096,51,2013-11-01,PMDB,num_deputados
4097,71,2013-11-01,PMDB,governismo
4098,8,2013-11-01,PP,dispersao
4099,92,2013-11-01,PP,fidelidade_lider
4100,78,2013-11-01,PP,rice
4101,25,2013-11-01,PP,num_deputados
4102,81,2013-11-01,PP,governismo
4103,4,2013-11-01,PSD,dispersao
4104,95,2013-11-01,PSD,fidelidade_lider
4105,89,2013-11-01,PSD,rice
4106,28,2013-11-01,PSD,num_deputados
4107,62,2013-11-01,PSD,governismo
4108,0,2013-11-01,PSL,dispersao
4109,89,2013-11-01,PSL,fidelidade_lider
4110,0,2013-11-01,PSL,rice
4111,1,2013-11-01,PSL,num_deputados
4112,67,2013-11-01,PSL,governismo
4113,1,2013-11-01,PCdoB,dispersao
4114,99,2013-11-01,PCdoB,fidelidade_lider
4115,96,2013-11-01,PCdoB,rice
4116,10,2013-11-01,PCdoB,num_deputados
4117,93,2013-11-01,PCdoB,governismo
4118,4,2013-11-01,PMN,dispersao
4119,64,2013-11-01,PMN,rice
4120,2,2013-11-01,PMN,num_deputados
4121,64,2013-11-01,PMN,governismo
4122,6,2013-11-01,PR,dispersao
4123,93,2013-11-01,PR,fidelidade_lider
4124,86,2013-11-01,PR,rice
4125,22,2013-11-01,PR,num_deputados
4126,79,2013-11-01,PR,governismo
4127,8,2008-02-01,PPS,dispersao
4128,96,2008-02-01,PPS,fidelidade_lider
4129,74,2008-02-01,PPS,rice
4130,7,2008-02-01,PPS,num_deputados
4131,49,2008-02-01,PPS,governismo
4132,2,2008-02-01,PDT,dispersao
4133,97,2008-02-01,PDT,fidelidade_lider
4134,95,2008-02-01,PDT,rice
4135,18,2008-02-01,PDT,num_deputados
4136,96,2008-02-01,PDT,governismo
4137,0,2008-02-01,PTC,dispersao
4138,98,2008-02-01,PTC,fidelidade_lider
4139,12,2008-02-01,PTC,rice
4140,1,2008-02-01,PTC,num_deputados
4141,98,2008-02-01,PTC,governismo
4142,2,2008-02-01,PSOL,dispersao
4143,100,2008-02-01,PSOL,fidelidade_lider
4144,79,2008-02-01,PSOL,rice
4145,2,2008-02-01,PSOL,num_deputados
4146,51,2008-02-01,PSOL,governismo
4147,0,2008-02-01,PT,dispersao
4148,99,2008-02-01,PT,fidelidade_lider
4149,98,2008-02-01,PT,rice
4150,64,2008-02-01,PT,num_deputados
4151,99,2008-02-01,PT,governismo
4152,6,2008-02-01,PV,dispersao
4153,90,2008-02-01,PV,fidelidade_lider
4154,83,2008-02-01,PV,rice
4155,10,2008-02-01,PV,num_deputados
4156,91,2008-02-01,PV,governismo
4157,0,2008-02-01,PTdoB,dispersao
4158,0,2008-02-01,PTdoB,rice
4159,1,2008-02-01,PTdoB,num_deputados
4160,94,2008-02-01,PTdoB,governismo
4161,1,2008-02-01,PHS,dispersao
4162,89,2008-02-01,PHS,fidelidade_lider
4163,74,2008-02-01,PHS,rice
4164,2,2008-02-01,PHS,num_deputados
4165,98,2008-02-01,PHS,governismo
4166,6,2008-02-01,PTB,dispersao
4167,92,2008-02-01,PTB,fidelidade_lider
4168,83,2008-02-01,PTB,rice
4169,16,2008-02-01,PTB,num_deputados
4170,90,2008-02-01,PTB,governismo
4171,1,2008-02-01,PRB,dispersao
4172,99,2008-02-01,PRB,fidelidade_lider
4173,91,2008-02-01,PRB,rice
4174,3,2008-02-01,PRB,num_deputados
4175,99,2008-02-01,PRB,governismo
4176,4,2008-02-01,PSB,dispersao
4177,95,2008-02-01,PSB,fidelidade_lider
4178,90,2008-02-01,PSB,rice
4179,21,2008-02-01,PSB,num_deputados
4180,93,2008-02-01,PSB,governismo
4181,6,2008-02-01,DEM,dispersao
4182,93,2008-02-01,DEM,fidelidade_lider
4183,85,2008-02-01,DEM,rice
4184,31,2008-02-01,DEM,num_deputados
4185,53,2008-02-01,DEM,governismo
4186,5,2008-02-01,PSC,dispersao
4187,92,2008-02-01,PSC,fidelidade_lider
4188,86,2008-02-01,PSC,rice
4189,8,2008-02-01,PSC,num_deputados
4190,92,2008-02-01,PSC,governismo
4191,2,2008-02-01,PSDB,dispersao
4192,98,2008-02-01,PSDB,fidelidade_lider
4193,95,2008-02-01,PSDB,rice
4194,33,2008-02-01,PSDB,num_deputados
4195,47,2008-02-01,PSDB,governismo
4196,4,2008-02-01,PMDB,dispersao
4197,95,2008-02-01,PMDB,fidelidade_lider
4198,90,2008-02-01,PMDB,rice
4199,66,2008-02-01,PMDB,num_deputados
4200,94,2008-02-01,PMDB,governismo
4201,3,2008-02-01,PP,dispersao
4202,97,2008-02-01,PP,fidelidade_lider
4203,92,2008-02-01,PP,rice
4204,29,2008-02-01,PP,num_deputados
4205,95,2008-02-01,PP,governismo
4206,1,2008-02-01,PMN,dispersao
4207,98,2008-02-01,PMN,fidelidade_lider
4208,94,2008-02-01,PMN,rice
4209,4,2008-02-01,PMN,num_deputados
4210,96,2008-02-01,PMN,governismo
4211,2,2008-02-01,PR,dispersao
4212,99,2008-02-01,PR,fidelidade_lider
4213,96,2008-02-01,PR,rice
4214,30,2008-02-01,PR,num_deputados
4215,96,2008-02-01,PR,governismo
4216,1,2003-12-01,PPS,dispersao
4217,98,2003-12-01,PPS,fidelidade_lider
4218,95,2003-12-01,PPS,rice
4219,14,2003-12-01,PPS,num_deputados
4220,96,2003-12-01,PPS,governismo
4221,6,2003-12-01,PDT,dispersao
4222,91,2003-12-01,PDT,fidelidade_lider
4223,85,2003-12-01,PDT,rice
4224,9,2003-12-01,PDT,num_deputados
4225,90,2003-12-01,PDT,governismo
4226,2,2003-12-01,PT,dispersao
4227,97,2003-12-01,PT,fidelidade_lider
4228,96,2003-12-01,PT,rice
4229,71,2003-12-01,PT,num_deputados
4230,97,2003-12-01,PT,governismo
4231,9,2003-12-01,PV,dispersao
4232,86,2003-12-01,PV,fidelidade_lider
4233,73,2003-12-01,PV,rice
4234,4,2003-12-01,PV,num_deputados
4235,84,2003-12-01,PV,governismo
4236,6,2003-12-01,PTB,dispersao
4237,93,2003-12-01,PTB,fidelidade_lider
4238,85,2003-12-01,PTB,rice
4239,36,2003-12-01,PTB,num_deputados
4240,92,2003-12-01,PTB,governismo
4241,1,2003-12-01,PRONA,dispersao
4242,96,2003-12-01,PRONA,rice
4243,5,2003-12-01,PRONA,num_deputados
4244,38,2003-12-01,PRONA,governismo
4245,3,2003-12-01,PSB,dispersao
4246,95,2003-12-01,PSB,fidelidade_lider
4247,93,2003-12-01,PSB,rice
4248,16,2003-12-01,PSB,num_deputados
4249,95,2003-12-01,PSB,governismo
4250,12,2003-12-01,DEM,dispersao
4251,84,2003-12-01,DEM,fidelidade_lider
4252,66,2003-12-01,DEM,rice
4253,41,2003-12-01,DEM,num_deputados
4254,58,2003-12-01,DEM,governismo
4255,0,2003-12-01,PSC,dispersao
4256,100,2003-12-01,PSC,fidelidade_lider
4257,91,2003-12-01,PSC,rice
4258,4,2003-12-01,PSC,num_deputados
4259,99,2003-12-01,PSC,governismo
4260,10,2003-12-01,PSDB,dispersao
4261,84,2003-12-01,PSDB,fidelidade_lider
4262,72,2003-12-01,PSDB,rice
4263,35,2003-12-01,PSDB,num_deputados
4264,58,2003-12-01,PSDB,governismo
4265,4,2003-12-01,PMDB,dispersao
4266,93,2003-12-01,PMDB,fidelidade_lider
4267,91,2003-12-01,PMDB,rice
4268,50,2003-12-01,PMDB,num_deputados
4269,95,2003-12-01,PMDB,governismo
4270,7,2003-12-01,PP,dispersao
4271,89,2003-12-01,PP,fidelidade_lider
4272,81,2003-12-01,PP,rice
4273,31,2003-12-01,PP,num_deputados
4274,90,2003-12-01,PP,governismo
4275,1,2003-12-01,PL,dispersao
4276,97,2003-12-01,PL,fidelidade_lider
4277,97,2003-12-01,PL,rice
4278,26,2003-12-01,PL,num_deputados
4279,97,2003-12-01,PL,governismo
4280,0,2003-12-01,PSL,dispersao
4281,100,2003-12-01,PSL,fidelidade_lider
4282,0,2003-12-01,PSL,rice
4283,1,2003-12-01,PSL,num_deputados
4284,96,2003-12-01,PSL,governismo
4285,1,2003-12-01,PCdoB,dispersao
4286,97,2003-12-01,PCdoB,fidelidade_lider
4287,95,2003-12-01,PCdoB,rice
4288,8,2003-12-01,PCdoB,num_deputados
4289,97,2003-12-01,PCdoB,governismo
4290,0,2003-12-01,PMN,dispersao
4291,0,2003-12-01,PMN,rice
4292,1,2003-12-01,PMN,num_deputados
4293,100,2003-12-01,PMN,governismo
4294,5,2009-06-01,PPS,dispersao
4295,93,2009-06-01,PPS,fidelidade_lider
4296,83,2009-06-01,PPS,rice
4297,8,2009-06-01,PPS,num_deputados
4298,55,2009-06-01,PPS,governismo
4299,4,2009-06-01,PDT,dispersao
4300,97,2009-06-01,PDT,fidelidade_lider
4301,89,2009-06-01,PDT,rice
4302,18,2009-06-01,PDT,num_deputados
4303,88,2009-06-01,PDT,governismo
4304,2,2009-06-01,PTC,dispersao
4305,58,2009-06-01,PTC,fidelidade_lider
4306,13,2009-06-01,PTC,rice
4307,1,2009-06-01,PTC,num_deputados
